Date,Positive,Negative,TotalSamples,year
2020-01-09,,60902.0,77428,2020
2020-02-09,,61653.0,78734,2020
2020-03-09,,62654.0,80201,2020
2020-04-09,,63545.0,81705,2020
2020-05-09,,64655.0,83142,2020
2020-06-09,,65657.0,84833,2020
2020-07-09,,66500.0,85906,2020
2020-08-09,,67745.0,88060,2020
2020-09-09,,69541.0,90643,2020
2020-10-09,,71196.0,92904,2020
2020-11-09,,74136.0,95919,2020
2020-12-09,,77060.0,99480,2020
2020-09-13,,80424.0,103743,2020
2020-09-14,,83944.0,107771,2020
2020-09-15,,88166.0,113664,2020
2020-09-16,,92383.0,119720,2020
2020-09-17,23526.0,97716.0,124821,2020
2020-09-18,24016.0,101462.0,130099,2020
2020-09-19,24559.0,107765.0,135259,2020
2020-09-20,25030.0,111514.0,140107,2020
2020-09-21,25303.0,115426.0,143901,2020
2020-09-22,25796.0,120366.0,149501,2020
2020-09-23,26339.0,125215.0,155025,2020
2020-09-24,27007.0,130548.0,161030,2020
2020-09-25,27615.0,137054.0,166535,2020
2020-09-26,28109.0,141679.0,171561,2020
2020-09-27,28481.0,145800.0,176184,2020
2020-09-28,28773.0,149327.0,179780,2020
2020-09-29,29160.0,153736.0,184810,2020
2020-09-30,29651.0,158206.0,189568,2020
2020-01-10,30140.0,162652.0,194718,2020
2020-02-10,30654.0,166911.0,199374,2020
2020-03-10,30869.0,170172.0,202784,2020
2020-04-10,31222.0,173957.0,206509,2020
2020-05-10,31416.0,177219.0,209900,2020
2020-06-10,31823.0,181563.0,215155,2020
2020-07-10,32310.0,186349.0,220349,2020
2020-08-10,32658.0,190598.0,225018,2020
2020-09-10,33029.0,195147.0,230024,2020
2020-10-10,,199583.0,234858,2020
2020-11-10,33686.0,203658.0,239208,2020
2020-12-10,33875.0,206294.0,241787,2020
2020-10-13,34143.0,210412.0,246059,2020
2020-10-14,34389.0,214793.0,250582,2020
2020-10-15,34634.0,218965.0,255195,2020
2020-10-16,34921.0,223094.0,259482,2020
2020-10-17,35133.0,226851.0,263481,2020
2020-10-18,35310.0,230990.0,267656,2020
2020-10-19,35418.0,233824.0,270189,2020
2020-10-20,35624.0,237011.0,274238,2020
2020-10-21,35799.0,241023.0,278193,2020
2020-10-22,36011.0,244463.0,282040,2020
2020-10-23,36169.0,248100.0,285824,2020
2020-10-24,36297.0,251888.0,289689,2020
2020-10-25,36380.0,254963.0,292567,2020
2020-10-26,36524.0,256349.0,293626,2020
2020-10-27,36671.0,259158.0,297195,2020
2020-10-28,36773.0,262971.0,301167,2020
2020-10-29,36954.0,266632.0,305068,2020
2020-10-30,37103.0,270003.0,308629,2020
2020-10-31,37208.0,273523.0,311807,2020
2020-01-11,37304.0,276367.0,314989,2020
2020-02-11,37374.0,279253.0,317809,2020
2020-03-11,37523.0,282776.0,321813,2020
2020-04-11,37631.0,286377.0,325632,2020
2020-05-11,39772.0,288479.0,329907,2020
2020-06-11,39898.0,292192.0,333733,2020
2020-07-11,39971.0,295971.0,337714,2020
2020-08-11,40066.0,300426.0,341534,2020
2020-09-11,40129.0,302901.0,344064,2020
2020-10-11,40231.0,306196.0,347785,2020
2020-11-11,40346.0,309883.0,351706,2020
2020-12-11,40412.0,313419.0,355251,2020
2020-11-13,40487.0,317003.0,358606,2020
2020-11-14,40535.0,319812.0,361101,2020
2020-11-15,40560.0,320265.0,361570,2020
2020-11-16,40573.0,321971.0,363331,2020
2020-11-17,40645.0,325636.0,366689,2020
2020-11-18,40701.0,329504.0,370307,2020
2020-11-19,40770.0,332979.0,373826,2020
2020-11-20,40824.0,336376.0,377294,2020
2020-11-21,40889.0,339854.0,380831,2020
2020-11-22,40935.0,343301.0,384417,2020
2020-11-23,,346460.0,387618,2020
2020-11-24,41014.0,350749.0,391854,2020
2020-11-25,41065.0,353900.0,395113,2020
2020-11-26,41086.0,354623.0,395810,2020
2020-11-27,41102.0,356234.0,397419,2020
2020-11-28,41148.0,359129.0,400323,2020
2020-11-29,41181.0,361956.0,403249,2020
2020-11-30,41214.0,364043.0,405325,2020
2020-01-12,41267.0,367318.0,408641,2020
2020-02-12,41327.0,370672.0,412072,2020
2020-03-12,,373481.0,414952,2020
2020-04-12,41415.0,375783.0,417259,2020
2020-05-12,41459.0,377553.0,419060,2020
2020-06-12,41494.0,379564.0,421165,2020
2020-07-12,41520.0,381224.0,422816,2020
2020-08-12,41562.0,384043.0,425700,2020
2020-09-12,41580.0,386699.0,428947,2020
2020-10-12,41604.0,388831.0,430517,2020
2020-11-12,41647.0,390299.0,431982,2020
2020-12-12,41668.0,392046.0,433791,2020
2020-12-13,41717.0,393744.0,435570,2020
2020-12-14,41738.0,395743.0,437551,2020
2020-12-15,41776.0,399050.0,440944,2020
2020-12-16,41886.0,402434.0,444444,2020
2020-12-17,41886.0,405562.0,447588,2020
2020-12-18,41937.0,408468.0,450501,2020
2020-12-19,41982.0,411613.0,453627,2020
2020-12-20,42018.0,414017.0,456079,2020
2020-12-21,42032.0,415945.0,458050,2020
2020-12-22,42081.0,419078.0,461245,2020
2020-12-23,42115.0,422024.0,464220,2020
2020-12-24,42155.0,424989.0,467228,2020
2020-12-25,42184.0,427942.0,470201,2020
2020-12-26,42217.0,431289.0,473586,2020
2020-12-27,42265.0,434181.0,476570,2020
2020-12-28,42298.0,436047.0,478398,2020
2020-12-29,42340.0,439591.0,481987,2020
2020-12-30,42366.0,442895.0,485332,2020
2020-12-31,42402.0,445976.0,488451,2020
2021-01-01,42434.0,448882.0,491519,2021
2021-02-01,42444.0,451332.0,493897,2021
2021-03-01,42494.0,453709.0,496376,2021
2021-04-01,42523.0,455972.0,498724,2021
2021-05-01,42570.0,459609.0,502458,2021
2021-06-01,42604.0,463049.0,506015,2021
2021-07-01,42639.0,466413.0,509392,2021
2021-08-01,42659.0,469855.0,512803,2021
2021-09-01,42695.0,473048.0,516036,2021
2021-10-01,42725.0,476095.0,519086,2021
2021-11-01,42747.0,478069.0,521149,2021
2021-12-01,42765.0,481741.0,524786,2021
2021-01-13,42794.0,484725.0,527788,2021
2021-01-14,42837.0,484588.0,527780,2021
2021-01-15,42865.0,489402.0,532468,2021
2021-01-16,42881.0,491694.0,534617,2021
2021-01-17,42916.0,493994.0,537161,2021
2021-01-18,42939.0,495682.0,538745,2021
2021-01-19,42976.0,499330.0,542508,2021
2021-01-20,43007.0,502913.0,546187,2021
2021-01-21,43042.0,507218.0,550551,2021
2021-01-22,43064.0,510503.0,553893,2021
2021-01-23,,513820.0,557189,2021
2021-01-24,,516778.0,560235,2021
2021-01-25,43145.0,519016.0,562668,2021
2021-01-26,,522262.0,565731,2021
2021-01-27,,524343.0,567923,2021
2021-01-28,,527286.0,570695,2021
2021-01-29,,530084.0,573656,2021
2021-01-30,,532712.0,576341,2021
2021-01-31,,535037.0,578693,2021
2021-01-02,,536222.0,579841,2021
2021-02-02,43390.0,535914.0,579548,2021
2021-03-02,43413.0,540540.0,584300,2021
2021-04-02,43452.0,542580.0,586350,2021
2021-05-02,43502.0,544590.0,588451,2021
2021-06-02,43537.0,546611.0,590466,2021
2021-07-02,43559.0,548537.0,592495,2021
2021-08-02,43585.0,549891.0,593841,2021
2021-09-02,43620.0,552590.0,596527,2021
2021-10-02,43639.0,555120.0,599234,2021
2021-11-02,43664.0,531772.0,601600,2021
2021-12-02,43683.0,560001.0,603831,2021
2021-02-13,43683.0,562583.0,606413,2021
2021-02-14,43691.0,564491.0,608343,2021
2021-02-15,43711.0,566026.0,609743,2021
2021-02-16,43731.0,568003.0,611825,2021
2021-02-17,43749.0,569669.0,613649,2021
2021-02-18,43769.0,571377.0,615362,2021
2021-02-19,43783.0,573117.0,617198,2021
2021-02-20,43812.0,574693.0,618788,2021
2021-02-21,43835.0,576227.0,620331,2021
2021-02-22,43840.0,576657.0,621084,2021
2021-02-23,43871.0,578102.0,622216,2021
2021-02-24,43899.0,580101.0,624285,2021
2021-02-25,43920.0,581752.0,625920,2021
2021-02-26,,583800.0,627975,2021
2021-02-27,43960.0,585151.0,629389,2021
2021-02-28,43968.0,586422.0,630827,2021
2021-01-03,43977.0,587139.0,631520,2021
2021-02-03,44006.0,588788.0,633005,2021
2021-03-03,44020.0,590179.0,634561,2021
2021-04-03,44037.0,591471.0,635847,2021
2021-05-03,,592586.0,637161,2021
2021-06-03,,593770.0,638483,2021
2021-07-03,,594831.0,639753,2021
2021-08-03,,595226.0,640132,2021
2021-09-03,,596501.0,641718,2021
2021-10-03,,597776.0,643126,2021
2021-11-03,,598224.0,644328,2021
2021-12-03,,599124.0,645530,2021
2021-03-14,,600310.0,646395,2021
2021-03-15,,600867.0,646998,2021
2021-03-16,,,648349,2021
2021-03-17,,,649639,2021
2021-03-18,,603214.0,650992,2021
2021-03-19,,604397.0,652339,2021
2021-03-20,,605614.0,653684,2021
2021-03-21,,606756.0,654922,2021
2021-03-22,,607818.0,655441,2021
2021-03-23,,608337.0,657413,2021
2021-03-24,,610055.0,659537,2021
2021-03-25,,611920.0,661576,2021
2021-03-26,,613703.0,663740,2021
2021-03-27,,615229.0,665762,2021
2021-03-28,,,667782,2021
2021-03-29,,617934.0,669246,2021
2021-03-30,,619231.0,671689,2021
2021-03-31,,620922.0,673821,2021
2021-01-04,,622708.0,676176,2021
2021-02-04,,624223.0,678772,2021
2021-03-04,,,680074,2021
2021-04-04,,627106.0,682490,2021
2021-05-04,,628512.0,685192,2021
2021-06-04,,630675.0,688210,2021
2021-07-04,,632738.0,689359,2021
2021-08-04,,633708.0,692810,2021
2021-09-04,,636073.0,696561,2021
2021-10-04,,638735.0,700382,2021
2021-11-04,,641594.0,703730,2021
2021-12-04,,644023.0,707181,2021
2021-04-13,,646445.0,712231,2021
2021-04-14,,650282.0,716607,2021
2021-04-15,,653668.0,719418,2021
2021-04-16,,655565.0,724132,2021
2021-04-17,,659076.0,728880,2021
2021-04-18,,662541.0,733950,2021
2021-04-19,,666405.0,737514,2021
2021-04-20,,669341.0,743184,2021
2021-04-21,,673536.0,748791,2021
2021-04-22,,677819.0,753466,2021
2021-04-23,,680750.0,758547,2021
2021-04-24,,684081.0,764577,2021
2021-04-25,,688469.0,770209,2021
2021-04-26,,692936.0,773660,2021
2021-04-27,,695574.0,780162,2021
2021-04-28,,700035.0,786995,2021
2021-04-29,,704594.0,796722,2021
2021-04-30,,,803173,2021
2021-01-05,,,809704,2021
2021-02-05,,742031.0,814877,2021
2021-03-05,,745430.0,818210,2021
2021-04-05,,747952.0,825030,2021
2021-05-05,,752684.0,831923,2021
2021-06-05,,752684.0,839073,2021
2021-07-05,,762176.0,847293,2021
2021-08-05,,767568.0,856425,2021
2021-09-05,,773923.0,865447,2021
2021-10-05,,780257.0,871273,2021
2021-11-05,,784226.0,880331,2021
2021-12-05,,789822.0,889507,2021
2021-05-13,,795654.0,898799,2021
2021-05-14,,801649.0,907947,2021
2021-05-15,,807568.0,917086,2021
2021-05-16,,814097.0,926532,2021
2021-05-17,,820357.0,934588,2021
2021-05-18,,825199.0,944147,2021
2021-05-19,,831526.0,953154,2021
2021-05-20,,837900.0,962501,2021
2021-05-21,,844423.0,971544,2021
2021-05-22,,850822.0,980636,2021
2021-05-23,,857441.0,989673,2021
2021-05-24,,863943.0,997347,2021
2021-05-25,,869700.0,1006495,2021
2021-05-26,,876459.0,1015527,2021
2021-05-27,,883006.0,1025000,2021
2021-05-28,,889718.0,1034012,2021
2021-05-29,,896432.0,1043130,2021
2021-05-30,,903558.0,1051567,2021
2021-05-31,,,1058568,2021
2021-01-06,,922012.0,1067108,2021
2021-02-06,,,1076259,2021
2021-03-06,,929317.0,1085293,2021
2021-04-06,,936516.0,1094751,2021
2021-05-06,,944264.0,1103837,2021
2021-06-06,,951695.0,1113052,2021
2021-07-06,,959332.0,1120783,2021
2021-08-06,,965670.0,1129875,2021
2021-09-06,,973119.0,1138391,2021
2021-10-06,,979873.0,1146606,2021
2021-11-06,,986534.0,1155765,2021
2021-12-06,,994218.0,1164795,2021
2021-06-13,,1001803.0,1173519,2021
2021-06-14,,1009037.0,1181176,2021
2021-06-15,,1015787.0,1190193,2021
2021-06-16,,1023364.0,1199383,2021
2021-06-17,,1031190.0,1208489,2021
2021-06-18,,1038858.0,1217174,2021
2021-06-19,,1046160.0,1226189,2021
2021-06-20,,1053794.0,1234603,2021
2021-06-21,,1061029.0,1241952,2021
2021-06-22,,1067182.0,1250794,2021
2021-06-23,,1074664.0,1258995,2021
2021-06-24,,1081549.0,1267886,2021
2021-06-25,,1089135.0,1276071,2021
2021-06-26,,1096058.0,1284089,2021
2021-06-27,,1102856.0,1292237,2021
2021-06-28,,1109646.0,1299488,2021
2021-06-29,,1116088.0,1308198,2021
2021-06-30,,1123586.0,1316296,2021
2021-01-07,,,1324645,2021
2021-02-07,,,1332960,2021
2021-03-07,,1151363.0,1340668,2021
2021-04-07,,,1347419,2021
2021-05-07,,,1353016,2021
2021-06-07,,,1359847,2021
2021-07-07,,1167685.0,1366603,2021
2021-08-07,,1173249.0,1373059,2021
2021-09-07,,1178536.0,1379107,2021
2021-10-07,,1183432.0,1385152,2021
2021-11-07,,1188204.0,1390973,2021
2021-12-07,,,1395187,2021
2021-07-13,,1191961.0,1400945,2021
2021-07-14,,1196662.0,1407033,2021
2021-07-15,,1201844.0,1413400,2021
2021-07-16,,1207165.0,1419519,2021
2021-07-17,,1212395.0,1425914,2021
2021-07-18,,1217864.0,1432086,2021
2021-07-19,,1223127.0,1437329,2021
2021-07-20,,1227941.0,1443817,2021
2021-07-21,,1233492.0,1450366,2021
2021-07-22,,1238984.0,1454997,2021
2021-07-23,,1243054.0,1461252,2021
2021-07-24,,1248280.0,1467306,2021
2021-07-25,,1253418.0,1473256,2021
2021-07-26,,1258231.0,1478022,2021
2021-07-27,,1262592.0,1483146,2021
2021-07-28,,1267204.0,1488781,2021
2021-07-29,,1272544.0,1493907,2021
2021-07-30,,1277003.0,1499224,2021
2021-07-31,,1281605.0,1504306,2021
2021-01-08,,1286067.0,1509217,2021
2021-02-08,,1290385.0,1513612,2021
2021-03-08,,1294278.0,1519276,2021
2021-04-08,,1299072.0,1525144,2021
2021-05-08,,1304049.0,1531097,2021
2021-06-08,,1309163.0,1536933,2021
2021-07-08,,1314179.0,1542454,2021
2021-08-08,,1318698.0,1547944,2021
2021-09-08,,1323204.0,1551621,2021
2021-10-08,,1326325.0,1557320,2021
2020-02-04,37.0,,1434,2020
2020-08-04,106.0,2614.0,2937,2020
2020-09-04,130.0,2777.0,3192,2020
2020-10-04,151.0,2972.0,3461,2020
2020-11-04,158.0,3249.0,3909,2020
2020-12-04,170.0,3590.0,4281,2020
2020-04-13,176.0,3858.0,4480,2020
2020-04-14,184.0,4047.0,4844,2020
2020-04-15,186.0,4404.0,5193,2020
2020-04-16,197.0,4727.0,5524,2020
2020-04-17,211.0,5113.0,5988,2020
2020-04-18,234.0,5354.0,6167,2020
2020-04-19,244.0,5949.0,6607,2020
2020-04-20,245.0,6273.0,6797,2020
2020-04-21,251.0,6769.0,7355,2020
2020-04-22,257.0,7100.0,7887,2020
2020-04-23,283.0,7433.0,8757,2020
2020-04-24,298.0,8310.0,10611,2020
2020-04-25,308.0,9392.0,13270,2020
2020-04-26,322.0,10497.0,14317,2020
2020-04-27,330.0,12333.0,15516,2020
2020-04-28,342.0,13966.0,17021,2020
2020-04-29,375.0,15690.0,18670,2020
2020-04-30,480.0,17286.0,21205,2020
2020-01-05,585.0,18222.0,23176,2020
2020-02-05,772.0,19316.0,24868,2020
2020-03-05,1102.0,20197.0,26439,2020
2020-04-05,1232.0,21295.0,28545,2020
2020-05-05,1451.0,23352.0,30199,2020
2020-06-05,1526.0,24303.0,32060,2020
2020-07-05,1644.0,28933.0,34701,2020
2020-08-05,1731.0,31219.0,37950,2020
2020-09-05,1762.0,33639.0,39462,2020
2020-10-05,1823.0,35293.0,40962,2020
2020-11-05,1877.0,37993.0,42306,2020
2020-12-05,1914.0,39060.0,43999,2020
2020-05-13,1924.0,40637.0,46026,2020
2020-05-14,1935.0,42425.0,47408,2020
2020-05-15,1932.0,44319.0,49301,2020
2020-05-16,1946.0,46028.0,50613,2020
2020-05-17,1964.0,47484.0,51812,2020
2020-05-18,1980.0,48813.0,52955,2020
2020-05-19,2002.0,50070.0,55634,2020
2020-05-20,2005.0,51956.0,57737,2020
2020-05-21,2028.0,53871.0,59618,2020
2020-05-22,2029.0,55777.0,62399,2020
2020-05-23,2045.0,57899.0,63567,2020
2020-05-24,2060.0,60114.0,66142,2020
2020-05-25,2081.0,62686.0,67213,2020
2020-05-26,2106.0,64160.0,69818,2020
2020-05-27,2139.0,66417.0,72468,2020
2020-05-28,2158.0,67325.0,72468,2020
2020-05-29,2197.0,,81021,2020
2020-05-30,2233.0,,84497,2020
2020-05-31,2263.0,,87852,2020
2020-01-06,2301.0,,91113,2020
2020-02-06,2342.0,,96329,2020
2020-03-06,2376.0,,101036,2020
2020-04-06,2415.0,,106933,2020
2020-05-06,2461.0,,113542,2020
2020-06-06,2515.0,,115974,2020
2020-07-06,2608.0,,124266,2020
2020-08-06,2663.0,,129821,2020
2020-09-06,2719.0,,136343,2020
2020-10-06,2805.0,,144467,2020
2020-11-06,2887.0,,154498,2020
2020-12-06,2986.0,,165548,2020
2020-06-13,3063.0,,176533,2020
2020-06-14,3140.0,,182225,2020
2020-06-15,3267.0,,188699,2020
2020-06-16,3371.0,,198211,2020
2020-06-17,3497.0,,208408,2020
2020-06-18,3615.0,,219528,2020
2020-06-19,3832.0,,227012,2020
2020-06-20,3952.0,,235700,2020
2020-06-21,4074.0,,240803,2020
2020-06-22,4235.0,,246760,2020
2020-06-23,4397.0,,255380,2020
2020-06-24,4627.0,,260857,2020
2020-06-25,4769.0,,269037,2020
2020-06-26,4957.0,,276919,2020
2020-06-27,5056.0,,284431,2020
2020-06-28,5216.0,,289923,2020
2020-06-29,5418.0,,294448,2020
2020-06-30,5568.0,,301830,2020
2020-01-07,5668.0,,308998,2020
2020-02-07,5784.0,,317802,2020
2020-03-07,5937.0,,324054,2020
2020-04-07,6109.0,,331585,2020
2020-05-07,6283.0,,337789,2020
2020-06-07,6491.0,,342524,2020
2020-07-07,6749.0,,352363,2020
2020-08-07,6907.0,,360189,2020
2020-09-07,7140.0,,369425,2020
2020-10-07,7357.0,,378045,2020
2020-11-07,7587.0,,388494,2020
2020-12-07,7821.0,,395185,2020
2020-07-13,8178.0,,400944,2020
2020-07-14,8511.0,,409643,2020
2020-07-15,8799.0,,421593,2020
2020-07-16,9094.0,,429832,2020
2020-07-17,9442.0,,438793,2020
2020-07-18,9792.0,,450732,2020
2020-07-19,10100.0,,459900,2020
2020-07-20,10510.0,,466057,2020
2020-07-21,10889.0,,478421,2020
2020-07-22,11301.0,,489836,2020
2020-07-23,11739.0,,500562,2020
2020-07-24,12216.0,,509267,2020
2020-07-25,12684.0,,521906,2020
2020-07-26,13218.0,,531336,2020
2020-07-27,13769.0,,539371,2020
2020-07-28,14378.0,,550267,2020
2020-07-29,14946.0,,561121,2020
2020-07-30,15456.0,,572067,2020
2020-07-31,16119.0,,582573,2020
2020-01-08,17063.0,,592392,2020
2020-02-08,17853.0,,599651,2020
2020-03-08,18527.0,,603912,2020
2020-04-08,19015.0,,611609,2020
2020-05-08,19856.0,,622127,2020
2020-06-08,20891.0,,634271,2020
2020-07-08,21930.0,,646439,2020
2020-08-08,22928.0,,659284,2020
2020-09-08,23903.0,,672761,2020
2020-10-08,24889.0,,681321,2020
2020-11-08,25889.0,,697327,2020
2020-12-08,,,711260,2020
2020-08-13,,,723357,2020
2020-08-14,29013.0,,741834,2020
2020-08-15,30041.0,,759990,2020
2020-08-16,,,770873,2020
2020-08-17,,,782463,2020
2020-08-18,34400.0,,801990,2020
2020-08-19,,,819657,2020
2020-08-20,,,839947,2020
2020-08-21,39327.0,,863840,2020
2020-08-22,,,885950,2020
2020-08-23,,,907160,2020
2020-08-24,,,919614,2020
2020-08-25,,,941939,2020
2020-08-26,,,964051,2020
2020-08-27,,,988119,2020
2020-08-28,,,1007852,2020
2020-08-29,,,1026465,2020
2020-08-30,,,1046132,2020
2020-08-31,,,1062667,2020
2020-01-09,,,1081671,2020
2020-02-09,,,1101912,2020
2020-03-09,,,1121016,2020
2020-04-09,,,1144008,2020
2020-05-09,,,1168106,2020
2020-06-09,,,1193260,2020
2020-07-09,,,1212432,2020
2020-08-09,,,1241120,2020
2020-09-09,,,1269052,2020
2020-10-09,,,1298969,2020
2020-11-09,,,1332564,2020
2020-12-09,,,1364940,2020
2020-09-13,,,1391662,2020
2020-09-14,,,1410759,2020
2020-09-15,,,1439583,2020
2020-09-16,,,1467301,2020
2020-09-17,,,1496340,2020
2020-09-18,,,1524012,2020
2020-09-19,,,1552393,2020
2020-09-20,,,1579113,2020
2020-09-21,,,1599134,2020
2020-09-22,,,1627821,2020
2020-09-23,,,1654508,2020
2020-09-24,,,1682723,2020
2020-09-25,,,1713652,2020
2020-09-26,,,1740183,2020
2020-09-27,,,1763498,2020
2020-09-28,,,1786627,2020
2020-09-29,,,1810086,2020
2020-09-30,,,1841955,2020
2020-01-10,,,1872887,2020
2020-02-10,,,1902976,2020
2020-03-10,,,1928289,2020
2020-04-10,,,1951623,2020
2020-05-10,,,1973958,2020
2020-06-10,,,1996719,2020
2020-07-10,,,2025935,2020
2020-08-10,,,2053875,2020
2020-09-10,,,2084554,2020
2020-10-10,,,2117713,2020
2020-11-10,,,2145369,2020
2020-12-10,124535.0,,2167731,2020
2020-10-13,,,2189467,2020
2020-10-14,,,2218914,2020
2020-10-15,,,2247431,2020
2020-10-16,,,2274772,2020
2020-10-17,,,2300669,2020
2020-10-18,,,2321084,2020
2020-10-19,,,2339398,2020
2020-10-20,,,2359842,2020
2020-10-21,,,2385846,2020
2020-10-22,,,2409686,2020
2020-10-23,,,2433133,2020
2020-10-24,,,2457574,2020
2020-10-25,,,2478710,2020
2020-10-26,,,2493748,2020
2020-10-27,,,2515967,2020
2020-10-28,,,2538610,2020
2020-10-29,,,2561105,2020
2020-10-30,,,2582787,2020
2020-10-31,,,2604208,2020
2020-01-11,,,2620786,2020
2020-02-11,,,2630382,2020
2020-03-11,,,2650809,2020
2020-04-11,,,2669626,2020
2020-05-11,,,2687429,2020
2020-06-11,,,2706741,2020
2020-07-11,,,2726398,2020
2020-08-11,,,2747106,2020
2020-09-11,,,2756807,2020
2020-10-11,,,2779972,2020
2020-11-11,,,2801305,2020
2020-12-11,,,2822668,2020
2020-11-13,,,2843699,2020
2020-11-14,,,2864299,2020
2020-11-15,,,2868278,2020
2020-11-16,,,2878477,2020
2020-11-17,,,2901513,2020
2020-11-18,,,2922722,2020
2020-11-19,,,2946382,2020
2020-11-20,,,2970682,2020
2020-11-21,,,2995244,2020
2020-11-22,,,3015699,2020
2020-11-23,,,3024921,2020
2020-11-24,,,3051542,2020
2020-11-25,,,3075865,2020
2020-11-26,,,3103006,2020
2020-11-27,,,3128711,2020
2020-11-28,,,3156767,2020
2020-11-29,,,3181773,2020
2020-11-30,,,3193166,2020
2020-01-12,,,3208209,2020
2020-02-12,,,3237858,2020
2020-03-12,,,3265505,2020
2020-04-12,,,3295141,2020
2020-05-12,,,3324621,2020
2020-06-12,,,3352671,2020
2020-07-12,,,3365119,2020
2020-08-12,,,3395729,2020
2020-09-12,,,3423632,2020
2020-10-12,,,3442386,2020
2020-11-12,,,3468629,2020
2020-12-12,,,3494393,2020
2020-12-13,,,3522061,2020
2020-12-14,,,3533856,2020
2020-12-15,,,3558306,2020
2020-12-16,,,3583661,2020
2020-12-17,,,3609574,2020
2020-12-18,,,3634626,2020
2020-12-19,,,3659116,2020
2020-12-20,,,3675493,2020
2020-12-21,,,3687114,2020
2020-12-22,,,3712608,2020
2020-12-23,,,3736616,2020
2020-12-24,,,3762120,2020
2020-12-25,,,3786885,2020
2020-12-26,,,3802080,2020
2020-12-27,,,3821222,2020
2020-12-28,,,3832411,2020
2020-12-29,,,3856388,2020
2020-12-30,,,3878599,2020
2020-12-31,,,3900473,2020
2021-01-01,,,3921171,2021
2021-02-01,,,3937741,2021
2021-03-01,,,3955383,2021
2021-04-01,,,3966071,2021
2021-05-01,,,3988705,2021
2021-06-01,,,4011514,2021
2021-07-01,,,4033992,2021
2021-08-01,,,4058814,2021
2021-09-01,,,4080787,2021
2021-10-01,,,4101234,2021
2021-11-01,,,4111108,2021
2021-12-01,,,4134274,2021
2021-01-13,,,4158855,2021
2021-01-14,,,4177959,2021
2021-01-15,,,4197346,2021
2021-01-16,,,4218130,2021
2021-01-17,,,4238428,2021
2021-01-18,,,4249101,2021
2021-01-19,,,4271814,2021
2021-01-20,,,4292764,2021
2021-01-21,,,4307614,2021
2021-01-22,,,4328277,2021
2021-01-23,,,4348641,2021
2021-01-24,,,4366353,2021
2021-01-25,,,4376767,2021
2021-01-26,,,4395884,2021
2021-01-27,,,4404889,2021
2021-01-28,,,4425238,2021
2021-01-29,,,4444257,2021
2021-01-30,,,4463437,2021
2021-01-31,,,4482617,2021
2021-01-02,,,4490598,2021
2021-02-02,,,4506064,2021
2021-03-02,,,4520789,2021
2021-04-02,,,4538121,2021
2021-05-02,,,4556670,2021
2021-06-02,,,4576958,2021
2021-07-02,,,4594107,2021
2021-08-02,,,4603909,2021
2021-09-02,,,4625667,2021
2021-10-02,,,4646808,2021
2021-11-02,,,4669167,2021
2021-12-02,,,4689490,2021
2021-02-13,,,4709119,2021
2021-02-14,,,4726971,2021
2021-02-15,,,4735787,2021
2021-02-16,,,4755811,2021
2021-02-17,,,4774987,2021
2021-02-18,,,4794887,2021
2021-02-19,,,4813220,2021
2021-02-20,,,4833218,2021
2021-02-21,,,4850347,2021
2021-02-22,,,4860435,2021
2021-02-23,,,4882164,2021
2021-02-24,,,4902624,2021
2021-02-25,,,4926621,2021
2021-02-26,,,4953750,2021
2021-02-27,,,4982773,2021
2021-02-28,,,4999390,2021
2021-01-03,,,5013117,2021
2021-02-03,,,5041833,2021
2021-03-03,,,5069381,2021
2021-04-03,,,5097802,2021
2021-05-03,,,5126962,2021
2021-06-03,,,5159683,2021
2021-07-03,,,5190528,2021
2021-08-03,,,5205020,2021
2021-09-03,,,5236903,2021
2021-10-03,,,5263900,2021
2021-11-03,,,5294288,2021
2021-12-03,,,5313932,2021
2021-03-13,,,5347572,2021
2021-03-14,,,5378531,2021
2021-03-15,,,5393825,2021
2021-03-16,,,5427097,2021
2021-03-17,,,5460889,2021
2021-03-18,,,5493673,2021
2021-03-19,,,5528559,2021
2021-03-20,,,5566330,2021
2021-03-21,,,5603286,2021
2021-03-22,,,5626458,2021
2021-03-23,,,5666257,2021
2021-03-24,,,5703944,2021
2021-03-25,,,5744842,2021
2021-03-26,,,5782674,2021
2021-03-27,,,5810694,2021
2021-03-28,,,5848083,2021
2021-03-29,,,5870655,2021
2021-03-30,,,5894441,2021
2021-03-31,,,5932096,2021
2021-01-04,,,5972667,2021
2021-02-04,,,6014612,2021
2021-03-04,,,6043312,2021
2021-04-04,,,6080083,2021
2021-05-04,,,6101688,2021
2021-06-04,,,6145532,2021
2021-07-04,,,6189014,2021
2021-08-04,,,6235386,2021
2021-09-04,,,6270878,2021
2021-10-04,,,6308652,2021
2021-11-04,,,6346316,2021
2021-12-04,,,6368902,2021
2021-04-13,,,6407939,2021
2021-04-14,,,6440181,2021
2021-04-15,,,6473869,2021
2021-04-16,,,6517986,2021
2021-04-17,,,6561028,2021
2021-04-18,,,6607723,2021
2021-04-19,,,6639409,2021
2021-04-20,,,6690798,2021
2021-04-21,,,6744906,2021
2021-04-22,,,6792211,2021
2021-04-23,,,6848790,2021
2021-04-24,,,6903246,2021
2021-04-25,,,6961532,2021
2021-04-26,,,6996890,2021
2021-04-27,,,7054436,2021
2021-04-28,,,7107801,2021
